cache_policy_short	cache_percentage	batch_size	unsupervised	dataset_short	sample_type_short	pipeline	Step(average) L1 sample	Step(average) L1 recv	Step(average) L2 feat copy	Step(average) L1 train total	Time.L	Time.R	Time.C	Wght.L	Wght.R	Wght.C	optimal_local_rate	optimal_remote_rate	optimal_cpu_rate	Thpt.L	Thpt.R	Thpt.C	SizeGB.L	SizeGB.R	SizeGB.C	coll_cache:local_cache_rate	coll_cache:remote_cache_rate	coll_cache:global_cache_rate	train_process_time	epoch_time:train_total	epoch_time:copy_time
Coll_2	35.000000	4000	True	TW	3HopRnd	False	0.009413	0.003242	0.010688	0.052436	0.003789	0.002118	0.000733	85.803223	13.651051	0.545726	0.859661	0.137216	0.003123	307.976730	87.655475	10.125341	1.166924	0.185654	0.007422	0.349515	0.413998	0.763513	11.0839	8.756700	2.327200
Cliq_2	40.000000	4000	True	TW	3HopRnd	False	0.009404	0.003245	0.040340	0.052097	0.001506	0.035379	0.000001	33.185892	66.814108	0.000000	0.333333	0.666667	0.000000	299.686670	25.683933	0.000000	0.451328	0.908672	0.000000	0.333333	0.666667	1.000000	15.9797	8.700200	7.279500
Rep_2	40.000000	4000	True	TW	3HopRnd	False	0.009422	0.003244	0.018108	0.052428	0.004233	0.000002	0.005816	95.576028	0.000000	4.423972	0.958765	0.000000	0.041235	307.071577	0.000000	10.344913	1.299834	0.000000	0.060166	0.400000	0.000000	0.400000	12.3222	8.755500	3.566700
Coll_2	40.000000	4000	True	TW	3HopRnd	False	0.009408	0.003238	0.009601	0.052308	0.003975	0.001525	0.000418	89.947869	9.746955	0.305176	0.901186	0.097654	0.001160	307.746167	86.923668	9.929164	1.223291	0.132559	0.004150	0.399654	0.431180	0.830835	10.8803	8.735400	2.144900
Cliq_2	45.000000	4000	True	TW	3HopRnd	False	0.009429	0.003252	0.040319	0.052162	0.001506	0.035371	0.000001	33.209588	66.790412	0.000000	0.333333	0.666667	0.000000	299.900658	25.680631	0.000000	0.451650	0.908350	0.000000	0.333333	0.666667	1.000000	15.9882	8.711000	7.277200
Rep_2	45.000000	4000	True	TW	3HopRnd	False	0.009416	0.003255	0.015986	0.052327	0.004280	0.000002	0.004597	96.508071	0.000000	3.491929	0.968280	0.000000	0.031720	306.661160	0.000000	10.330701	1.312510	0.000000	0.047490	0.450000	0.000000	0.450000	11.9529	8.738700	3.214200
Coll_2	45.000000	4000	True	TW	3HopRnd	False	0.009393	0.003253	0.009327	0.052456	0.004127	0.001109	0.000417	93.215763	6.479779	0.304458	0.934076	0.064766	0.001158	307.180609	79.463481	9.929556	1.267734	0.088125	0.004141	0.449126	0.381772	0.830898	10.8618	8.760100	2.101700
Cliq_2	50.000000	4000	True	TW	3HopRnd	False	0.009491	0.003245	0.040325	0.052179	0.001506	0.035379	0.000001	33.187328	66.812672	0.000000	0.333333	0.666667	0.000000	299.699639	25.683381	0.000000	0.451348	0.908652	0.000000	0.333333	0.666667	1.000000	15.9907	8.713800	7.276900
Rep_2	50.000000	4000	True	TW	3HopRnd	False	0.009416	0.003263	0.014242	0.052360	0.004316	0.000002	0.003603	97.264907	0.000000	2.735093	0.975915	0.000000	0.024085	306.488122	0.000000	10.323970	1.322803	0.000000	0.037197	0.500000	0.000000	0.500000	11.6684	8.744200	2.924200
Coll_2	50.000000	4000	True	TW	3HopRnd	False	0.009443	0.003238	0.008971	0.052322	0.004177	0.001094	0.000167	94.330911	5.554917	0.114172	0.944964	0.055035	0.000001	307.134400	69.055644	9.297811	1.282900	0.075547	0.001553	0.499930	0.410264	0.910195	10.7775	8.737800	2.039700
Cliq_2	55.000000	4000	True	TW	3HopRnd	False	0.009380	0.003247	0.040313	0.052021	0.001506	0.035369	0.000001	33.209588	66.790412	0.000000	0.333333	0.666667	0.000000	299.900658	25.682083	0.000000	0.451650	0.908350	0.000000	0.333333	0.666667	1.000000	15.9629	8.687500	7.275400
Rep_2	55.000000	4000	True	TW	3HopRnd	False	None	None	nan	nan	0	0	nan	nan	nan	nan	0.982095	0.000000	0.017906	nan	nan	nan	nan	0.000000	nan	0.550000	0.000000	0.550000	nan	nan	nan
Coll_2	55.000000	4000	True	TW	3HopRnd	False	None	None	nan	nan	0	0	nan	nan	nan	nan	0.964015	0.035983	0.000001	nan	nan	nan	nan	0.000000	nan	0.548896	0.361383	0.910279	nan	nan	nan
Cliq_2	60.000000	4000	True	TW	3HopRnd	False	0.009414	0.003240	0.040342	0.051973	0.001506	0.035373	0.000001	33.201689	66.798311	0.000000	0.333333	0.666667	0.000000	299.829329	25.682216	0.000000	0.451543	0.908457	0.000000	0.333333	0.666667	1.000000	15.9585	8.679500	7.279000
Rep_2	60.000000	4000	True	TW	3HopRnd	False	None	None	nan	nan	0	0	nan	nan	nan	nan	0.986981	0.000000	0.013019	nan	nan	nan	nan	0.000000	nan	0.600000	0.000000	0.600000	nan	nan	nan
Coll_2	60.000000	4000	True	TW	3HopRnd	False	None	None	nan	nan	0	0	nan	nan	nan	nan	0.974985	0.025013	0.000001	nan	nan	nan	nan	0.000000	nan	0.599247	0.311105	0.910353	nan	nan	nan
Cliq_2	0	4000	True	PA	3HopRnd	False	0.010912	0.003172	0.113806	0.178483	0	0	0.113806	0.000000	0.000000	100.000000	None	None	None	nan	nan	9.577702	0.000000	0.000000	1.090000	0	0	0	49.3429	29.806700	19.536200
Rep_2	0	4000	True	PA	3HopRnd	False	0.010882	0.003170	0.113525	0.177465	0	0	0.113525	0.000000	0.000000	100.000000	None	None	None	nan	nan	9.601409	0.000000	0.000000	1.090000	0	0	0	49.1257	29.636700	19.489000
Coll_2	0	4000	True	PA	3HopRnd	False	0.010903	0.003173	0.113739	0.178548	0	0	0.113739	0.000000	0.000000	100.000000	None	None	None	nan	nan	9.583344	0.000000	0.000000	1.090000	0	0	0	49.3427	29.817500	19.525200
Cliq_2	1.000000	4000	True	PA	3HopRnd	False	0.010923	0.003164	0.164052	0.051847	0.000445	0.010723	0.070176	12.915711	25.206960	61.877329	0.126718	0.253435	0.619847	316.362360	25.623040	9.611019	0.140781	0.274756	0.674463	0.010000	0.020000	0.030000	36.5845	8.658600	27.925900
Rep_2	1.000000	4000	True	PA	3HopRnd	False	0.010885	0.003170	0.198986	0.052092	0.000684	0.000003	0.091329	19.689829	0.000000	80.310171	0.194232	0.000000	0.805768	313.770673	0.000000	9.584917	0.214619	0.000000	0.875381	0.010000	0.000000	0.010000	42.4603	8.699400	33.760900
Coll_2	1.000000	4000	True	PA	3HopRnd	False	0.010897	0.003169	0.157303	0.051964	0.000416	0.003472	0.070367	12.147900	25.819775	62.032325	0.118355	0.259748	0.621897	318.298340	81.058625	9.608941	0.132412	0.281436	0.676152	0.010000	0.019969	0.029968	35.4777	8.678100	26.799600
Cliq_2	2.000000	4000	True	PA	3HopRnd	False	0.010917	0.003171	0.130339	0.051729	0.000628	0.015257	0.051978	18.329809	35.899871	45.770320	0.180645	0.361291	0.458064	318.144780	25.647807	9.598224	0.199795	0.391309	0.498896	0.020000	0.040000	0.060000	30.9357	8.638800	22.296900
Rep_2	2.000000	4000	True	PA	3HopRnd	False	0.010942	0.003196	0.172931	0.051898	0.001044	0.000003	0.079111	30.254623	0.000000	69.745377	0.300960	0.000000	0.699040	315.876811	0.000000	9.609594	0.329775	0.000000	0.760225	0.020000	0.000000	0.020000	38.0810	8.667000	29.414000
Coll_2	2.000000	4000	True	PA	3HopRnd	False	0.010901	0.003175	0.120930	0.052158	0.000550	0.004956	0.052373	16.031752	37.844933	46.123316	0.157427	0.380844	0.461729	317.720170	83.234416	9.599300	0.174746	0.412510	0.502744	0.020000	0.039848	0.059848	29.4367	8.710400	20.726300
Cliq_2	3.000000	4000	True	PA	3HopRnd	False	0.010919	0.003165	0.107874	0.051839	0.000747	0.018209	0.040029	21.811389	42.863030	35.325581	0.215789	0.431578	0.352633	318.265248	25.658028	9.619247	0.237744	0.467207	0.385049	0.030000	0.060000	0.090000	27.2014	8.657100	18.544300
Rep_2	3.000000	4000	True	PA	3HopRnd	False	0.010937	0.003162	0.154754	0.051985	0.001309	0.000003	0.070238	38.177322	0.000000	61.822678	0.380196	0.000000	0.619804	317.901308	0.000000	9.594054	0.416133	0.000000	0.673867	0.030000	0.000000	0.030000	35.0544	8.681600	26.372800
Coll_2	3.000000	4000	True	PA	3HopRnd	False	0.010917	0.003173	0.096579	0.052046	0.000727	0.005432	0.040755	21.214700	42.828985	35.956315	0.209677	0.431135	0.359187	318.074600	85.941815	9.616583	0.231240	0.466836	0.391924	0.029636	0.058249	0.087885	25.3512	8.691700	16.659500
Cliq_2	4.000000	4000	True	PA	3HopRnd	False	0.010893	0.003165	0.092180	0.051698	0.000841	0.020355	0.031514	24.322678	47.916069	27.761253	0.241129	0.482258	0.276613	315.240413	25.658814	9.602007	0.265117	0.522285	0.302598	0.040000	0.080000	0.120000	24.5570	8.633600	15.923400
Rep_2	4.000000	4000	True	PA	3HopRnd	False	0.010929	0.003170	0.139052	0.052003	0.001523	0.000003	0.062939	44.473015	0.000000	55.526985	0.443659	0.000000	0.556341	318.290124	0.000000	9.616361	0.484756	0.000000	0.605244	0.040000	0.000000	0.040000	32.4364	8.684500	23.751900
Coll_2	4.000000	4000	True	PA	3HopRnd	False	0.010896	0.003159	0.079176	0.052277	0.000822	0.005711	0.032309	23.570993	47.965345	28.463661	0.234017	0.482561	0.283422	312.559402	91.546536	9.602708	0.256924	0.522822	0.310254	0.039986	0.077305	0.117291	22.4810	8.730300	13.750700
Cliq_2	6.000000	4000	True	PA	3HopRnd	False	0.010912	0.003173	0.070463	0.051724	0.000949	0.023227	0.019933	27.710185	54.700043	17.589772	0.275355	0.550710	0.173935	318.272935	25.669715	9.618648	0.302041	0.596230	0.191729	0.060000	0.120000	0.180000	20.9359	8.637900	12.298000
Rep_2	6.000000	4000	True	PA	3HopRnd	False	0.010924	0.003166	0.116371	0.052078	0.001853	0.000003	0.052009	54.203698	0.000000	45.796302	0.542004	0.000000	0.457996	318.845285	0.000000	9.597948	0.590820	0.000000	0.499180	0.060000	0.000000	0.060000	28.6605	8.697000	19.963500
Coll_2	6.000000	4000	True	PA	3HopRnd	False	0.010923	0.003166	0.054709	0.052175	0.000861	0.006935	0.020248	25.070778	57.068879	17.860343	0.248849	0.574526	0.176626	317.388484	89.697301	9.614665	0.273271	0.622051	0.194678	0.059532	0.118597	0.178129	18.3791	8.713100	9.666000
Cliq_2	8.000000	4000	True	PA	3HopRnd	False	0.010894	0.003157	0.057092	0.051754	0.001022	0.025029	0.012681	29.888188	58.943162	11.168650	0.296868	0.593736	0.109396	318.768346	25.669442	9.600054	0.325781	0.642480	0.121738	0.080000	0.160000	0.240000	18.7053	8.642900	10.062400
Rep_2	8.000000	4000	True	PA	3HopRnd	False	0.010940	0.003165	0.098499	0.051984	0.002101	0.000002	0.043520	61.602279	0.000000	38.397721	0.616311	0.000000	0.383689	319.592977	0.000000	9.617076	0.671465	0.000000	0.418535	0.080000	0.000000	0.080000	25.6600	8.681300	16.978700
Coll_2	8.000000	4000	True	PA	3HopRnd	False	0.010897	0.003163	0.040498	0.052093	0.000876	0.007687	0.013172	25.490969	62.912127	11.596904	0.253154	0.633353	0.113493	317.182149	89.208038	9.596587	0.277852	0.685742	0.126406	0.079741	0.156147	0.235888	15.9917	8.699600	7.292100
Cliq_2	10.000000	4000	True	PA	3HopRnd	False	0.010909	0.003163	0.048066	0.051730	0.001071	0.026217	0.007935	31.256272	61.746524	6.997205	0.310896	0.621793	0.067311	318.107712	25.671782	9.611787	0.340693	0.673037	0.076270	0.100000	0.200000	0.300000	17.1950	8.638800	8.556200
Rep_2	10.000000	4000	True	PA	3HopRnd	False	0.010904	0.003180	0.084837	0.051971	0.002301	0.000003	0.036963	67.434776	0.000000	32.565224	0.675250	0.000000	0.324750	319.443313	0.000000	9.603142	0.735039	0.000000	0.354961	0.100000	0.000000	0.100000	23.3786	8.679000	14.699600
Coll_2	10.000000	4000	True	PA	3HopRnd	False	0.010920	0.003148	0.030847	0.051970	0.001164	0.006983	0.008846	34.012149	58.188790	7.799061	0.338712	0.585991	0.075298	318.498644	90.828843	9.609967	0.370732	0.634258	0.085010	0.099947	0.186666	0.286612	14.3569	8.679100	5.677800
Cliq_2	15.000000	4000	True	PA	3HopRnd	False	0.010912	0.003164	0.037076	0.051836	0.001133	0.027690	0.002043	32.971975	65.226312	1.801713	0.328105	0.656210	0.015685	317.206118	25.675941	9.612664	0.359395	0.710967	0.019639	0.150000	0.300000	0.450000	15.3776	8.656700	6.720900
Rep_2	15.000000	4000	True	PA	3HopRnd	False	0.010902	0.003171	0.059707	0.052171	0.002660	0.000002	0.024999	77.935063	0.000000	22.064937	0.781073	0.000000	0.218927	319.357965	0.000000	9.620697	0.849492	0.000000	0.240508	0.150000	0.000000	0.150000	19.2141	8.712700	10.501400
Coll_2	15.000000	4000	True	PA	3HopRnd	False	0.010917	0.003160	0.018205	0.052026	0.001675	0.005759	0.003210	48.906967	48.261002	2.832031	0.488802	0.485422	0.025777	318.260261	91.343102	9.616555	0.533086	0.526045	0.030869	0.149879	0.254687	0.404565	12.2573	8.688500	3.568800
Cliq_2	20.000000	4000	True	PA	3HopRnd	False	0.010898	0.003154	0.033898	0.051785	0.001154	0.028120	0.000332	33.488030	66.238711	0.273258	0.332870	0.665740	0.001390	316.308086	25.675745	8.971433	0.365020	0.722002	0.002979	0.200000	0.400000	0.600000	14.8367	8.648100	6.188600
Rep_2	20.000000	4000	True	PA	3HopRnd	False	0.010919	0.003160	0.043390	0.052387	0.002907	0.000003	0.017204	84.845363	0.000000	15.154637	0.850825	0.000000	0.149175	318.133627	0.000000	9.601578	0.924814	0.000000	0.165186	0.200000	0.000000	0.200000	16.5235	8.748700	7.774800
Coll_2	20.000000	4000	True	PA	3HopRnd	False	0.010888	0.003159	0.013197	0.052099	0.002230	0.004025	0.001407	65.243334	33.522972	1.233694	0.652645	0.337145	0.010211	318.902396	90.782706	9.557403	0.711152	0.365400	0.013447	0.199049	0.285640	0.484688	11.4329	8.700700	2.732200
Cliq_2	25.000000	4000	True	PA	3HopRnd	False	0.010883	0.003169	0.033502	0.051766	0.001159	0.028158	0.000143	33.566872	66.326512	0.106616	0.333333	0.666667	0.000000	315.684992	25.675083	8.126639	0.365879	0.722959	0.001162	0.250000	0.500000	0.750000	14.7698	8.644900	6.124900
Rep_2	25.000000	4000	True	PA	3HopRnd	False	0.010905	0.003159	0.031979	0.052170	0.003085	0.000002	0.011746	89.638582	0.000000	10.361418	0.898923	0.000000	0.101077	316.713305	0.000000	9.615142	0.977061	0.000000	0.112939	0.250000	0.000000	0.250000	14.5812	8.712400	5.868800
Coll_2	25.000000	4000	True	PA	3HopRnd	False	0.010935	0.003157	0.011057	0.052140	0.002644	0.002784	0.000828	77.087514	22.196638	0.715847	0.771772	0.222881	0.005347	317.796485	86.904942	9.423592	0.840254	0.241943	0.007803	0.249967	0.279690	0.529656	11.0819	8.707300	2.374600
Cliq_2	30.000000	4000	True	PA	3HopRnd	False	0.010930	0.003168	0.033456	0.051842	0.001165	0.028180	0.000068	33.576344	66.381164	0.042492	0.333333	0.666667	0.000000	314.147769	25.676178	6.811198	0.365982	0.723555	0.000463	0.300000	0.600000	0.900000	14.7746	8.657700	6.116900
Rep_2	30.000000	4000	True	PA	3HopRnd	False	0.010901	0.003163	0.024067	0.052197	0.003216	0.000003	0.007947	93.000108	0.000000	6.999892	0.932668	0.000000	0.067332	315.205588	0.000000	9.600960	1.013701	0.000000	0.076299	0.300000	0.000000	0.300000	13.2652	8.717000	4.548200
Coll_2	30.000000	4000	True	PA	3HopRnd	False	0.010912	0.003174	0.010123	0.052032	0.002930	0.002322	0.000476	85.130268	14.468356	0.401376	0.852964	0.144496	0.002540	316.696219	67.917777	9.191176	0.927920	0.157705	0.004375	0.299849	0.274250	0.574099	10.9107	8.689300	2.221400
Cliq_2	35.000000	4000	True	PA	3HopRnd	False	0.010898	0.003162	0.033347	0.051754	0.001168	0.028193	0.000001	33.595542	66.404458	0.000000	0.333333	0.666667	0.000000	313.520040	25.673344	0.000000	0.366191	0.723809	0.000000	0.333333	0.666667	1.000000	14.7406	8.642900	6.097700
Rep_2	35.000000	4000	True	PA	3HopRnd	False	0.010908	0.003171	0.018404	0.052077	0.003303	0.000002	0.005241	95.376111	0.000000	4.623889	0.956443	0.000000	0.043557	314.744054	0.000000	9.616560	1.039600	0.000000	0.050400	0.350000	0.000000	0.350000	12.3007	8.697000	3.603700
Coll_2	35.000000	4000	True	PA	3HopRnd	False	0.010907	0.003185	0.010007	0.052027	0.003094	0.002230	0.000343	89.675315	10.040675	0.284009	0.898516	0.099967	0.001517	315.921441	49.077740	9.025374	0.977461	0.109443	0.003096	0.349479	0.245637	0.595116	10.8921	8.688400	2.203700
Cliq_2	40.000000	4000	True	PA	3HopRnd	False	0.010918	0.003155	0.033418	0.051782	0.001168	0.028186	0.000001	33.617940	66.382060	0.000000	0.333333	0.666667	0.000000	313.729064	25.671058	0.000000	0.366436	0.723564	0.000000	0.333333	0.666667	1.000000	14.7562	8.647500	6.108700
Rep_2	40.000000	4000	True	PA	3HopRnd	False	None	None	nan	nan	0	0	nan	nan	nan	nan	0.973006	0.000000	0.026994	nan	nan	nan	nan	0.000000	nan	0.400000	0.000000	0.400000	nan	nan	nan
Coll_2	40.000000	4000	True	PA	3HopRnd	False	None	None	nan	nan	0	0	nan	nan	nan	nan	0.931809	0.068183	0.000008	nan	nan	nan	nan	0.000000	nan	0.399805	0.257109	0.656914	nan	nan	nan
Cliq_2	0	4000	True	PA_U	3HopRnd	False	0.033617	0.008964	0.332628	0.470431	0	0	0.332628	0.000000	0.000000	100.000000	None	None	None	nan	nan	9.560229	0.000000	0.000000	3.180000	0	0	0	135.6089	78.562000	57.046900
Rep_2	0	4000	True	PA_U	3HopRnd	False	0.033613	0.008965	0.331576	0.467624	0	0	0.331576	0.000000	0.000000	100.000000	None	None	None	nan	nan	9.590561	0.000000	0.000000	3.180000	0	0	0	134.9643	78.093100	56.871200
Coll_2	0	4000	True	PA_U	3HopRnd	False	0.033673	0.008971	0.332556	0.468814	0	0	0.332556	0.000000	0.000000	100.000000	None	None	None	nan	nan	9.562299	0.000000	0.000000	3.180000	0	0	0	135.3278	78.291900	57.035900
Cliq_2	1.000000	4000	True	PA_U	3HopRnd	False	0.033615	0.008960	0.584407	0.100416	0.000732	0.017776	0.260650	7.045376	14.338271	78.616352	0.071803	0.143606	0.784590	306.069629	25.650148	9.591406	0.224043	0.455957	2.500000	0.010000	0.020000	0.030000	115.8625	16.769400	99.093100
Rep_2	1.000000	4000	True	PA_U	3HopRnd	False	0.033593	0.008970	0.646719	0.100776	0.001036	0.000003	0.298363	10.062893	0.000000	89.937107	0.100542	0.000000	0.899458	308.880309	0.000000	9.585639	0.320000	0.000000	2.860000	0.010000	0.000000	0.010000	126.3303	16.829500	109.500800
Coll_2	1.000000	4000	True	PA_U	3HopRnd	False	0.033644	0.008966	0.572846	0.100988	0.000672	0.005363	0.260985	6.540819	14.842829	78.616352	0.065502	0.148706	0.785791	309.520903	88.010806	9.579095	0.207998	0.472002	2.500000	0.009993	0.019990	0.029982	114.0283	16.864900	97.163400
Cliq_2	2.000000	4000	True	PA_U	3HopRnd	False	0.033639	0.008970	0.511479	0.100435	0.001129	0.027570	0.221307	11.079378	22.253955	66.666667	0.111555	0.223110	0.665335	312.067510	25.668327	9.579453	0.352324	0.707676	2.120000	0.020000	0.040000	0.060000	103.6885	16.772700	86.915800
Rep_2	2.000000	4000	True	PA_U	3HopRnd	False	0.033646	0.008964	0.602829	0.100774	0.001670	0.000003	0.277358	16.352201	0.000000	83.647799	0.164120	0.000000	0.835880	311.377246	0.000000	9.590493	0.520000	0.000000	2.660000	0.020000	0.000000	0.020000	118.9995	16.829200	102.170300
Coll_2	2.000000	4000	True	PA_U	3HopRnd	False	0.033635	0.008970	0.492523	0.100913	0.001026	0.008563	0.221494	10.125233	23.208100	66.666667	0.101220	0.232652	0.666128	313.823023	86.186801	9.571365	0.321982	0.738018	2.120000	0.019973	0.039965	0.059937	100.6026	16.852300	83.750300
Cliq_2	3.000000	4000	True	PA_U	3HopRnd	False	0.033637	0.008964	0.454515	0.100429	0.001434	0.035140	0.190888	14.078162	28.374668	57.547170	0.142231	0.284461	0.573308	312.193547	25.677702	9.586773	0.447686	0.902314	1.830000	0.030000	0.060000	0.090000	94.1735	16.771600	77.401900
Rep_2	3.000000	4000	True	PA_U	3HopRnd	False	0.033601	0.008965	0.568027	0.100681	0.002176	0.000003	0.260652	21.383648	0.000000	78.616352	0.215415	0.000000	0.784585	312.500000	0.000000	9.591333	0.680000	0.000000	2.500000	0.030000	0.000000	0.030000	113.1722	16.813700	96.358500
Coll_2	3.000000	4000	True	PA_U	3HopRnd	False	0.033626	0.008967	0.432222	0.100971	0.001292	0.011017	0.192063	12.644335	29.494030	57.861635	0.127863	0.295645	0.576492	311.215049	85.132990	9.580190	0.402090	0.937910	1.840000	0.029757	0.059221	0.088977	90.5417	16.862200	73.679500
Cliq_2	4.000000	4000	True	PA_U	3HopRnd	False	0.033648	0.008971	0.407311	0.100391	0.001687	0.041418	0.165614	16.981132	33.333333	49.685535	0.167723	0.335446	0.496832	320.094843	25.592737	9.540256	0.540000	1.060000	1.580000	0.040000	0.080000	0.120000	86.2852	16.765300	69.519900
Rep_2	4.000000	4000	True	PA_U	3HopRnd	False	0.033646	0.008968	0.538023	0.100688	0.002613	0.000003	0.246075	25.786164	0.000000	74.213836	0.259583	0.000000	0.740417	313.815538	0.000000	9.590572	0.820000	0.000000	2.360000	0.040000	0.000000	0.040000	108.1632	16.814900	91.348300
Coll_2	4.000000	4000	True	PA_U	3HopRnd	False	0.033578	0.008964	0.380579	0.101006	0.001526	0.013487	0.166305	15.094340	34.905660	50.000000	0.151459	0.349494	0.499047	314.547837	82.301475	9.560747	0.480000	1.110000	1.590000	0.039943	0.079245	0.119188	81.9225	16.868000	65.054500
Cliq_2	6.000000	4000	True	PA_U	3HopRnd	False	0.033639	0.008968	0.331411	0.100450	0.002095	0.051525	0.124993	20.754717	41.509434	37.735849	0.208565	0.417130	0.374305	315.035800	25.618632	9.600538	0.660000	1.320000	1.200000	0.060000	0.120000	0.180000	73.6194	16.775100	56.844300
Rep_2	6.000000	4000	True	PA_U	3HopRnd	False	0.033612	0.008971	0.485826	0.100731	0.003353	0.000003	0.221259	33.333333	0.000000	66.666667	0.334643	0.000000	0.665357	316.134805	0.000000	9.581531	1.060000	0.000000	2.120000	0.060000	0.000000	0.060000	99.4542	16.822200	82.632000
Coll_2	6.000000	4000	True	PA_U	3HopRnd	False	0.033627	0.008967	0.298937	0.100941	0.001843	0.016246	0.126414	18.238994	43.710692	38.050314	0.183188	0.437944	0.378868	314.704286	85.559522	9.571725	0.580000	1.390000	1.210000	0.059505	0.118490	0.177995	68.2782	16.857300	51.420900
Cliq_2	8.000000	4000	True	PA_U	3HopRnd	False	0.033658	0.008958	0.272981	0.100348	0.002404	0.059243	0.093754	23.990885	47.798742	28.210372	0.239867	0.479734	0.280399	317.350315	25.657040	9.568550	0.762910	1.520000	0.897090	0.080000	0.160000	0.240000	63.8426	16.758000	47.084600
Rep_2	8.000000	4000	True	PA_U	3HopRnd	False	0.033614	0.008966	0.441756	0.100825	0.003979	0.000003	0.200300	39.622642	0.000000	60.377358	0.398121	0.000000	0.601879	316.662478	0.000000	9.585622	1.260000	0.000000	1.920000	0.080000	0.000000	0.080000	92.1092	16.837800	75.271400
Coll_2	8.000000	4000	True	PA_U	3HopRnd	False	0.033590	0.008977	0.235729	0.100789	0.002112	0.018990	0.095371	20.986881	50.314465	28.698654	0.209522	0.505062	0.285417	315.995650	84.254871	9.569127	0.667383	1.600000	0.912617	0.079909	0.157656	0.237565	57.6986	16.831800	40.866800
Cliq_2	10.000000	4000	True	PA_U	3HopRnd	False	0.033636	0.008963	0.227567	0.100424	0.002645	0.065245	0.069638	26.219168	52.830189	20.950644	0.264133	0.528266	0.207601	315.224776	25.749100	9.567053	0.833770	1.680000	0.666230	0.100000	0.200000	0.300000	56.2721	16.770900	39.501200
